GO_ID	Name	Gene Count	Gene Ratio	Fold Enrichment	p-value	FDR	-log10 FDR	FWER	Associated Genes
HP:0410054	Decreased circulating GABA concentration	5	0.024390243902439025	96.01951219512196	1.1670282297196362e-10	3.1127825690885566e-08	7.506851214152993	1.0272182477992238e-06	HFE, PLAU, NOS3, MPO, APP
HP:0002423	Long-tract signs	6	0.02926829268292683	64.0130081300813	9.706136522051352e-11	2.749197697260348e-08	7.560794028529726	8.543341366709601e-07	HFE, APOE, PLAU, NOS3, MPO, APP
HP:0002511	Alzheimer disease	7	0.03414634146341464	61.10332594235034	3.8206174779631626e-12	1.4621336974361633e-09	8.83501291369553	3.3629075041031755e-08	HFE, PSEN1, APOE, PLAU, NOS3, MPO, APP
HP:0001094	Iridocyclitis	6	0.02926829268292683	52.37427937915743	5.246273127832683e-10	1.099468954075792e-07	6.9588170293899845	4.617769607118328e-06	NOD2, ANKRD55, HLA-DRB1, PTPN22, IL2RA, STAT4
HP:0011911	Abnormality of metacarpophalangeal joint	5	0.024390243902439025	48.00975609756098	2.818514436081476e-08	3.4941639530125568e-06	5.456656720927757	0.0002480856406638915	HFE, ANKRD55, PTPN22, IL2RA, STAT4
HP:0005186	Synovial hypertrophy	4	0.01951219512195122	48.009756097560974	7.740385465103122e-07	6.488654558460732e-05	4.187845346098252	0.006813087286383768	PTPN22, ANKRD55, STAT4, IL2RA
HP:0011960	Substantia nigra gliosis	6	0.02926829268292683	44.31669793621013	1.915005957306701e-09	3.664322268742083e-07	6.436006338120553	1.6855882436213582e-05	MAPT, TBP, GBA, ATXN2, ADH1C, GLUD2
HP:0040313	Oligoarthritis	5	0.024390243902439025	43.645232815964526	5.1235575233519125e-08	5.856825106564096e-06	5.232337744452182	0.0004509755332054353	ANKRD55, PTPN22, TNFRSF1A, IL2RA, STAT4
HP:0031908	Micrographia	6	0.02926829268292683	41.15121951219512	3.3222394870287634e-09	5.733794502907289e-07	6.2415578760656185	2.9242351964827176e-05	MAPT, TBP, GBA, ATXN2, ADH1C, GLUD2
HP:0002185	Neurofibrillary tangles	9	0.04390243902439024	41.15121951219511	3.188131315962279e-13	2.3384943202583317e-10	9.631063680569872	2.806193184309998e-09	HFE, MAPT, PSEN1, APOE, PLAU, PRNP, NOS3, MPO, APP
HP:0003587	Insidious onset	7	0.03414634146341464	39.53744619799139	2.1353276056159192e-10	5.370043881323234e-08	7.270022165447805	1.879515358463132e-06	MAPT, TBP, GBA, ATXN2, ADH1C, GLUD2, OPA1
HP:0005764	Polyarticular arthritis	7	0.03414634146341464	39.53744619799139	2.1353276056159192e-10	5.370043881323234e-08	7.270022165447805	1.879515358463132e-06	STAT3, NOD2, CIITA, PTPN22, TNFAIP3, TNFRSF1A, NLRP3
HP:0007311	Short stepped shuffling gait	6	0.02926829268292683	38.407804878048786	5.489123161113216e-09	8.784593102567005e-07	6.056278349980003	4.831526206411853e-05	MAPT, TBP, GBA, ATXN2, ADH1C, GLUD2
HP:0000585	Band keratopathy	5	0.024390243902439025	36.930581613508444	1.4032345978945374e-07	1.3723634367408576e-05	4.862530861173439	0.0012351270930667719	NOD2, ANKRD55, PTPN22, IL2RA, STAT4
HP:0001370	Rheumatoid arthritis	5	0.024390243902439025	36.930581613508444	1.4032345978945374e-07	1.3723634367408576e-05	4.862530861173439	0.0012351270930667719	ANKRD55, CIITA, PTPN22, IL2RA, STAT4
HP:0100769	Synovitis	5	0.024390243902439025	34.292682926829265	2.164352488400622e-07	2.070720717706769e-05	4.683878471332449	0.0019050630602902275	NOD2, ANKRD55, PTPN22, IL2RA, STAT4
HP:0001621	Weak voice	7	0.03414634146341464	30.55166297117517	1.791615060129593e-09	3.5043990576134834e-07	6.455386445126242	1.576979575926068e-05	MAPT, TBP, GBA, ATXN2, ADH1C, GLUD2, POLG
HP:0003043	Abnormal shoulder morphology	5	0.024390243902439025	28.24103299856528	6.521617494696371e-07	5.601843981607387e-05	4.251668990990949	0.005740327718831746	ANKRD55, PTPN22, PRNP, IL2RA, STAT4
HP:0002529	Neuronal loss in central nervous system	10	0.04878048780487805	26.67208672086721	2.418491255710805e-12	1.0320053541398988e-09	8.98631804954274	2.1287560032766504e-08	MAPT, PSEN1, TBP, CSF1R, GBA, ATXN2, ADH1C, GLUD2, PRNP, POLG
HP:0100315	Lewy bodies	6	0.02926829268292683	26.187139689578714	7.700012504832613e-08	8.579178489561603e-06	5.066554296595528	0.0006777551006753666	MAPT, TBP, GBA, ATXN2, ADH1C, GLUD2
HP:0001904	Neutropenia in presence of anti-neutropil antibodies	5	0.024390243902439025	25.26829268292683	1.2048729489542921e-06	9.911487567005308e-05	4.003861159474485	0.01060529169669568	TPP2, STAT3, CIITA, ICOS, FOXP3
HP:0000554	Uveitis	9	0.04390243902439024	24.69073170731707	6.751991326410035e-11	2.0493457812090043e-08	7.688384757947601	5.943102765506113e-07	NOD2, ANKRD55, HLA-DRB1, PTPN22, BTNL2, TNFRSF1A, NLRP3, IL2RA, STAT4
HP:0000751	Personality changes	11	0.05365853658536585	23.471436314363146	8.895019779988484e-13	5.219597606897243e-10	9.282362976660604	7.829396410345863e-09	MAPT, PSEN1, LMNB1, TBP, GBA, ATXN2, HLA-DQB1, APOE, GLUD2, PRNP, ADH1C
HP:0003565	Elevated erythrocyte sedimentation rate	12	0.05853658536585366	23.044682926829267	1.0109584314491317e-13	9.887173459572507e-11	10.004927846558498	8.898456113615257e-10	NOD2, ANKRD55, CIITA, SPP1, PTPN22, HLA-DRB1, STAT4, TNFRSF1A, IL6, IL2RA, NLRP3, IL1RN
HP:0001386	Joint swelling	12	0.05853658536585366	22.592826398852228	1.310053940998372e-13	1.1531094788667671e-10	9.938129457830554	1.153109478866767e-09	HFE, NOD2, ANKRD55, CIITA, PTPN22, HLA-DRB1, STAT4, BTNL2, TNFRSF1A, IL6, IL2RA, IL1RN
HP:0001350	Slurred speech	8	0.03902439024390244	22.59282639885222	1.7372226789365595e-09	3.4752350045453627e-07	6.459015821943976	1.5291034019999596e-05	MOG, HLA-DRB1, HLA-DQB1, DARS2, KCNA1, PRNP, ATXN1, ABCD1
HP:0000514	Slow saccadic eye movements	7	0.03414634146341464	22.404552845528457	1.9928437776543764e-08	2.618061332972212e-06	5.582020183507424	0.00017541010930913821	MAPT, AFG3L2, VAMP1, ATXN2, DARS2, PRNP, ATXN1
